actor,predicted_class,levels,total_time,mean_time,total_stars,mean_stars
EDB60A81,CE1,17,5551.584999999999,277.57925,45,2.6470588235294117
EE5DC6BF,4ème,6,1175.7169999999999,58.78585,16,2.6666666666666665
EE6CB788,5ème,5,244.978,48.9956,14,2.8
EEEF6C5,CM2,28,5088.563,86.24683050847457,76,2.814814814814815
EF0FEE26,CE1,5,158.927,31.7854,15,3.0
EFB7BBAD,3ème,10,1553.183,155.3183,18,1.8
EFB7BCD4,3ème,19,1490.942,36.364439024390244,51,2.6842105263157894
F10C3090,CM2,28,5545.534,126.03486363636362,72,2.1176470588235294
F10C30AD,CM2,38,4019.8680000000004,82.03812244897959,103,2.710526315789474
F10C314F,CM2,34,10485.600999999999,145.63334722222223,77,2.2
F10C3152,CM2,16,5401.875,163.6931818181818,30,1.6666666666666667
F10C316D,CM2,34,4706.378,82.5680350877193,87,2.5588235294117645
F1416A71,CM2,30,4892.796,92.31690566037736,75,2.5
F1D280BA,4ème,13,824.623,54.974866666666664,34,2.6153846153846154
F255D887,3ème,17,1417.498,41.691117647058825,43,2.5294117647058822
F255D888,3ème,29,5414.243,60.15825555555555,76,2.4516129032258065
F2698DCC,3ème,12,1887.531,72.59734615384615,33,2.75
F2698E0E,3ème,8,885.107,110.638375,20,2.5
F2DC887C,4ème,9,595.4959999999999,59.5496,27,3.0
F35EA3DD,3ème,13,1470.478,105.03414285714287,31,2.3846153846153846
F35EA3FD,3ème,21,1771.721,77.03134782608696,53,2.5238095238095237
F435F230,4ème,18,2780.806,71.30271794871796,98,2.8823529411764706
F435F24D,4ème,24,2774.074,60.305956521739134,76,2.923076923076923
F56FB54,4ème,6,181.01600000000002,30.16933333333333,18,3.0
F7F1F133,CM2,19,1272.4940000000001,63.6247,54,2.8421052631578947
F833ACFC,3ème,30,3951.851,98.79627500000001,79,2.6333333333333333
F8BEE9F4,4ème,18,1445.035,45.15734375,52,2.888888888888889
F981309C,5ème,18,1171.818,46.87272,53,2.9444444444444446
F9B72966,6ème,11,1096.517,91.37641666666667,28,2.5454545454545454
FA7F8DCF,4ème,9,766.081,76.60810000000001,21,2.3333333333333335
FBB32A5,4ème,12,976.8969999999999,75.14592307692307,34,2.8333333333333335
FC5E2940,5ème,51,7854.507,58.61572388059701,167,2.9298245614035086
FC5E2A23,5ème,44,6375.141,51.412427419354835,131,2.977272727272727
FD08B42E,3ème,14,2050.096,136.67306666666667,22,1.5714285714285714
FEA2C977,3ème,16,3330.9359999999997,123.36800000000001,39,2.4375
FEDB8DB7,5ème,30,3045.602,42.89580281690141,87,2.9
